GO.ID	Term	Annotated	Significant	Expected	elimFisher
GO:0050953	sensory perception of light stimulus	46	23	9.2	5e-04
GO:0120031	plasma membrane bounded cell projection assembly	236	86	47.2	0.00051
GO:0006355	regulation of transcription, DNA-templated	576	152	115.2	0.00051
GO:0050803	regulation of synapse structure or activity	125	52	25	0.00055
GO:0010976	positive regulation of neuron projection development	32	15	6.4	0.00055
GO:0070555	response to interleukin-1	58	26	11.6	0.00056
GO:0006835	dicarboxylic acid transport	59	28	11.8	0.00057
GO:2000010	positive regulation of protein localization to cell surface	12	8	2.4	0.00058
GO:0042376	phylloquinone catabolic process	12	8	2.4	0.00058
GO:0048667	cell morphogenesis involved in neuron differentiation	167	70	33.4	0.00058
GO:0043536	positive regulation of blood vessel endothelial cell migration	23	12	4.6	0.00059
GO:0050918	positive chemotaxis	23	12	4.6	0.00059
GO:0003002	regionalization	138	55	27.6	0.00059
GO:0051899	membrane depolarization	54	25	10.8	6e-04
GO:0042327	positive regulation of phosphorylation	183	69	36.6	0.00061
GO:0032102	negative regulation of response to external stimulus	119	47	23.8	0.00061
GO:0002064	epithelial cell development	142	45	28.4	0.00062
GO:0001667	ameboidal-type cell migration	209	88	41.8	0.00063
GO:0002252	immune effector process	191	73	38.2	0.00066
GO:0045766	positive regulation of angiogenesis	39	17	7.8	0.00068
GO:0043542	endothelial cell migration	87	42	17.4	7e-04
GO:0045637	regulation of myeloid cell differentiation	83	32	16.6	0.00075
GO:0048814	regulation of dendrite morphogenesis	36	16	7.2	0.00076
GO:0055117	regulation of cardiac muscle contraction	38	22	7.6	0.00076
GO:0046578	regulation of Ras protein signal transduction	75	32	15	0.00076
GO:0007269	neurotransmitter secretion	129	56	25.8	0.00077
GO:0035295	tube development	355	134	71	0.00078
GO:1904580	regulation of intracellular mRNA localization	15	9	3	0.00078
GO:0006837	serotonin transport	15	9	3	0.00078
GO:1900746	regulation of vascular endothelial growth factor signaling pathway	15	9	3	0.00078
GO:0010894	negative regulation of steroid biosynthetic process	15	9	3	0.00078
GO:0010872	regulation of cholesterol esterification	15	9	3	0.00078
GO:0010596	negative regulation of endothelial cell migration	15	9	3	0.00078
GO:0046717	acid secretion	39	20	7.8	0.00081
GO:0016525	negative regulation of angiogenesis	33	15	6.6	0.00082
GO:1904035	regulation of epithelial cell apoptotic process	33	15	6.6	0.00082
GO:0046339	diacylglycerol metabolic process	10	7	2	0.00086
GO:0048790	maintenance of presynaptic active zone structure	10	7	2	0.00086
GO:0032502	developmental process	2781	812	556.2	0.00087
GO:0098542	defense response to other organism	342	106	68.4	0.00088
GO:0030335	positive regulation of cell migration	229	95	45.8	9e-04
GO:0007638	mechanosensory behavior	18	10	3.6	9e-04
GO:0019233	sensory perception of pain	50	20	10	0.00091
GO:0019722	calcium-mediated signaling	34	18	6.8	0.00092
GO:0045332	phospholipid translocation	26	16	5.2	0.00095
GO:0048771	tissue remodeling	39	20	7.8	0.00095
GO:0009887	animal organ morphogenesis	358	130	71.6	0.00095
GO:0050994	regulation of lipid catabolic process	21	11	4.2	0.00096
GO:2000249	regulation of actin cytoskeleton reorganization	24	12	4.8	0.00097
GO:0090325	regulation of locomotion involved in locomotory behavior	24	12	4.8	0.00097
GO:0015849	organic acid transport	205	79	41	0.00097
GO:0043473	pigmentation	123	45	24.6	0.00099
GO:0034762	regulation of transmembrane transport	243	104	48.6	0.001
GO:0031644	regulation of nervous system process	83	29	16.6	0.00103
GO:0007517	muscle organ development	83	29	16.6	0.00103
GO:0010720	positive regulation of cell development	85	34	17	0.0011
GO:0040012	regulation of locomotion	392	171	78.4	0.0011
GO:0006954	inflammatory response	167	71	33.4	0.00113
GO:0045833	negative regulation of lipid metabolic process	72	38	14.4	0.00117
GO:1903793	positive regulation of anion transport	44	18	8.8	0.00119
GO:1901379	regulation of potassium ion transmembrane transport	44	18	8.8	0.00119
GO:0048168	regulation of neuronal synaptic plasticity	55	29	11	0.00119
GO:2000027	regulation of animal organ morphogenesis	58	22	11.6	0.00119
GO:0032147	activation of protein kinase activity	34	15	6.8	0.00121
GO:0032228	regulation of synaptic transmission, GABAergic	34	15	6.8	0.00121
GO:0045822	negative regulation of heart contraction	13	10	2.6	0.00122
GO:0055119	relaxation of cardiac muscle	8	6	1.6	0.00123
GO:0048483	autonomic nervous system development	8	6	1.6	0.00123
GO:0030656	regulation of vitamin metabolic process	8	6	1.6	0.00123
GO:2000424	positive regulation of eosinophil chemotaxis	8	6	1.6	0.00123
GO:0034465	response to carbon monoxide	8	6	1.6	0.00123
GO:0036376	sodium ion export across plasma membrane	8	6	1.6	0.00123
GO:0032369	negative regulation of lipid transport	18	12	3.6	0.00123
GO:1902307	positive regulation of sodium ion transmembrane transport	13	8	2.6	0.00124
GO:0050854	regulation of antigen receptor-mediated signaling pathway	13	8	2.6	0.00124
GO:0090311	regulation of protein deacetylation	13	8	2.6	0.00124
GO:0042361	menaquinone catabolic process	13	8	2.6	0.00124
GO:0048598	embryonic morphogenesis	188	65	37.6	0.00125
GO:0008037	cell recognition	57	25	11.4	0.00132
GO:0021987	cerebral cortex development	31	14	6.2	0.00132
GO:0045669	positive regulation of osteoblast differentiation	31	14	6.2	0.00132
GO:0051602	response to electrical stimulus	41	17	8.2	0.00135
GO:0030199	collagen fibril organization	41	17	8.2	0.00135
GO:0097061	dendritic spine organization	41	17	8.2	0.00135
GO:0007015	actin filament organization	119	43	23.8	0.00138
GO:0060562	epithelial tube morphogenesis	137	53	27.4	0.00139
GO:0030010	establishment of cell polarity	131	41	26.2	0.00139
GO:0045745	positive regulation of G protein-coupled receptor signaling pathway	28	13	5.6	0.00143
GO:0014059	regulation of dopamine secretion	28	13	5.6	0.00143
GO:0030182	neuron differentiation	344	137	68.8	0.00145
GO:0014888	striated muscle adaptation	16	9	3.2	0.00146
GO:0046689	response to mercury ion	16	9	3.2	0.00146
GO:0030644	cellular chloride ion homeostasis	16	9	3.2	0.00146
GO:0035107	appendage morphogenesis	49	23	9.8	0.00149
GO:0015718	monocarboxylic acid transport	53	24	10.6	0.0015
GO:0050766	positive regulation of phagocytosis	30	16	6	0.0015
GO:0043052	thermotaxis	25	12	5	0.00152
GO:1900271	regulation of long-term synaptic potentiation	25	12	5	0.00152
GO:0021545	cranial nerve development	25	12	5	0.00152
GO:0008361	regulation of cell size	78	32	15.6	0.00156
GO:0051615	histamine uptake	19	10	3.8	0.00156
GO:1904385	cellular response to angiotensin	19	10	3.8	0.00156
GO:0035023	regulation of Rho protein signal transduction	22	11	4.4	0.00157
GO:0060976	coronary vasculature development	22	11	4.4	0.00157
GO:0016999	antibiotic metabolic process	22	11	4.4	0.00157
GO:0007520	myoblast fusion	17	12	3.4	0.00158
GO:0008284	positive regulation of cell population proliferation	165	69	33	0.00158
GO:0009954	proximal/distal pattern formation	6	5	1.2	0.0016
GO:1904637	cellular response to ionomycin	6	5	1.2	0.0016
GO:2001113	negative regulation of cellular response to hepatocyte growth factor stimulus	6	5	1.2	0.0016
GO:1903416	response to glycoside	6	5	1.2	0.0016
GO:0031946	regulation of glucocorticoid biosynthetic process	6	5	1.2	0.0016
GO:0030241	skeletal muscle myosin thick filament assembly	6	5	1.2	0.0016
GO:0032289	central nervous system myelin formation	6	5	1.2	0.0016
GO:0035995	detection of muscle stretch	6	5	1.2	0.0016
GO:0043114	regulation of vascular permeability	6	5	1.2	0.0016
GO:1902203	negative regulation of hepatocyte growth factor receptor signaling pathway	6	5	1.2	0.0016
GO:0007525	somatic muscle development	6	5	1.2	0.0016
GO:0060453	regulation of gastric acid secretion	6	5	1.2	0.0016
GO:0060279	positive regulation of ovulation	6	5	1.2	0.0016
GO:2000300	regulation of synaptic vesicle exocytosis	45	18	9	0.00162
GO:0051480	regulation of cytosolic calcium ion concentration	95	43	19	0.00174
GO:0043065	positive regulation of apoptotic process	111	44	22.2	0.00174
GO:0006909	phagocytosis	136	54	27.2	0.00175
GO:0010035	response to inorganic substance	360	107	72	0.00176
GO:0010959	regulation of metal ion transport	173	84	34.6	0.00177
GO:0033627	cell adhesion mediated by integrin	43	22	8.6	0.00191
GO:0051703	biological process involved in intraspecies interaction between organisms	135	51	27	0.00192
GO:0046716	muscle cell cellular homeostasis	32	14	6.4	0.00193
GO:0035008	positive regulation of melanization defense response	11	7	2.2	0.00196
GO:1903861	positive regulation of dendrite extension	11	7	2.2	0.00196
GO:0002031	G protein-coupled receptor internalization	11	7	2.2	0.00196
GO:0035641	locomotory exploration behavior	11	7	2.2	0.00196
GO:1900223	positive regulation of amyloid-beta clearance	11	7	2.2	0.00196
GO:0071403	cellular response to high density lipoprotein particle stimulus	11	7	2.2	0.00196
GO:0050908	detection of light stimulus involved in visual perception	11	7	2.2	0.00196
GO:0060412	ventricular septum morphogenesis	11	7	2.2	0.00196
GO:1901741	positive regulation of myoblast fusion	11	7	2.2	0.00196
GO:0043010	camera-type eye development	82	37	16.4	0.00199
GO:0001933	negative regulation of protein phosphorylation	90	30	18	0.002
GO:0048592	eye morphogenesis	108	44	21.6	0.00204
GO:0008277	regulation of G protein-coupled receptor signaling pathway	85	38	17	0.00204
GO:0022617	extracellular matrix disassembly	58	28	11.6	0.00205
GO:0030334	regulation of cell migration	332	142	66.4	0.00205
GO:0045444	fat cell differentiation	94	31	18.8	0.00206
GO:0042098	T cell proliferation	54	26	10.8	0.00206
GO:0051937	catecholamine transport	57	26	11.4	0.00207
GO:0009914	hormone transport	174	69	34.8	0.00209
GO:0055065	metal ion homeostasis	235	96	47	0.00211
GO:0010811	positive regulation of cell-substrate adhesion	53	20	10.6	0.00211
GO:0030218	erythrocyte differentiation	46	18	9.2	0.00217
GO:0060537	muscle tissue development	110	35	22	0.0022
GO:0007167	enzyme linked receptor protein signaling pathway	322	114	64.4	0.00228
GO:1902532	negative regulation of intracellular signal transduction	212	74	42.4	0.00229
GO:0022407	regulation of cell-cell adhesion	144	58	28.8	0.0023
GO:0006884	cell volume homeostasis	26	12	5.2	0.00232
GO:0090023	positive regulation of neutrophil chemotaxis	26	12	5.2	0.00232
GO:0043066	negative regulation of apoptotic process	167	56	33.4	0.00233
GO:0046777	protein autophosphorylation	48	22	9.6	0.00237
GO:0006833	water transport	14	8	2.8	0.00238
GO:0072577	endothelial cell apoptotic process	14	8	2.8	0.00238
GO:0010863	positive regulation of phospholipase C activity	14	8	2.8	0.00238
GO:0042053	regulation of dopamine metabolic process	14	8	2.8	0.00238
GO:0043519	regulation of myosin II filament organization	14	8	2.8	0.00238
GO:1901388	regulation of transforming growth factor beta activation	14	8	2.8	0.00238
GO:0045663	positive regulation of myoblast differentiation	14	8	2.8	0.00238
GO:0031623	receptor internalization	70	33	14	0.00239
GO:0050770	regulation of axonogenesis	36	15	7.2	0.00242
GO:0051592	response to calcium ion	72	25	14.4	0.00245
GO:0000041	transition metal ion transport	50	19	10	0.00246
GO:0043153	entrainment of circadian clock by photoperiod	23	11	4.6	0.00248
GO:0050832	defense response to fungus	23	11	4.6	0.00248
GO:0048661	positive regulation of smooth muscle cell proliferation	23	11	4.6	0.00248
GO:0051492	regulation of stress fiber assembly	23	11	4.6	0.00248
GO:0050906	detection of stimulus involved in sensory perception	31	17	6.2	0.00253
GO:0050714	positive regulation of protein secretion	116	46	23.2	0.00255
GO:0046326	positive regulation of glucose import	17	9	3.4	0.00256
GO:0022602	ovulation cycle process	17	9	3.4	0.00256
GO:0007422	peripheral nervous system development	17	9	3.4	0.00256
GO:0034405	response to fluid shear stress	17	9	3.4	0.00256
GO:0031579	membrane raft organization	20	10	4	0.00257
GO:0003151	outflow tract morphogenesis	20	10	4	0.00257
GO:0048071	sex-specific pigmentation	20	10	4	0.00257
GO:0010842	retina layer formation	20	10	4	0.00257
GO:0007615	anesthesia-resistant memory	20	10	4	0.00257
GO:0050954	sensory perception of mechanical stimulus	20	10	4	0.00257
GO:0042472	inner ear morphogenesis	20	10	4	0.00257
GO:0050807	regulation of synapse organization	99	39	19.8	0.00259
GO:0060249	anatomical structure homeostasis	145	57	29	0.00262
GO:1901216	positive regulation of neuron death	62	30	12.4	0.00262
GO:0001818	negative regulation of cytokine production	65	23	13	0.00272
GO:0042743	hydrogen peroxide metabolic process	33	14	6.6	0.00274
GO:0034446	substrate adhesion-dependent cell spreading	33	14	6.6	0.00274
GO:0035264	multicellular organism growth	93	35	18.6	0.00276
GO:0030336	negative regulation of cell migration	60	30	12	0.00277
GO:0046879	hormone secretion	148	57	29.6	0.00286
GO:0051957	positive regulation of amino acid transport	40	16	8	0.00289
GO:0070613	regulation of protein processing	40	16	8	0.00289
GO:0046685	response to arsenic-containing substance	58	21	11.6	0.00298
GO:0007420	brain development	183	77	36.6	0.00302
GO:0048265	response to pain	18	12	3.6	0.00303
GO:0051402	neuron apoptotic process	91	38	18.2	0.00303
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	9	6	1.8	0.00305
GO:0060760	positive regulation of response to cytokine stimulus	9	6	1.8	0.00305
GO:0061368	behavioral response to formalin induced pain	9	6	1.8	0.00305
GO:0010359	regulation of anion channel activity	9	6	1.8	0.00305
GO:0043303	mast cell degranulation	9	6	1.8	0.00305
GO:0043406	positive regulation of MAP kinase activity	9	6	1.8	0.00305
GO:2000292	regulation of defecation	9	6	1.8	0.00305
GO:0009448	gamma-aminobutyric acid metabolic process	9	6	1.8	0.00305
GO:0032663	regulation of interleukin-2 production	9	6	1.8	0.00305
GO:0010839	negative regulation of keratinocyte proliferation	9	6	1.8	0.00305
GO:0034333	adherens junction assembly	9	6	1.8	0.00305
GO:0010649	regulation of cell communication by electrical coupling	9	6	1.8	0.00305
GO:0090119	vesicle-mediated cholesterol transport	9	6	1.8	0.00305
GO:2001029	regulation of cellular glucuronidation	9	6	1.8	0.00305
GO:0071526	semaphorin-plexin signaling pathway	9	6	1.8	0.00305
GO:0033628	regulation of cell adhesion mediated by integrin	30	13	6	0.00307
GO:0043312	neutrophil degranulation	30	13	6	0.00307
GO:0048169	regulation of long-term neuronal synaptic plasticity	30	13	6	0.00307
GO:0060173	limb development	30	13	6	0.00307
GO:0009566	fertilization	112	35	22.4	0.00308
GO:0045807	positive regulation of endocytosis	106	46	21.2	0.00309
GO:0031327	negative regulation of cellular biosynthetic process	419	118	83.8	0.00315
GO:0044092	negative regulation of molecular function	306	94	61.2	0.00318
GO:0035418	protein localization to synapse	51	19	10.2	0.0032
GO:0040040	thermosensory behavior	51	19	10.2	0.0032
GO:0010001	glial cell differentiation	43	20	8.6	0.00327
GO:0051348	negative regulation of transferase activity	66	23	13.2	0.0034
GO:0007276	gamete generation	270	80	54	0.00346
GO:0006937	regulation of muscle contraction	122	58	24.4	0.00352
GO:0032355	response to estradiol	97	31	19.4	0.00355
GO:0009581	detection of external stimulus	72	35	14.4	0.00361
GO:0009582	detection of abiotic stimulus	72	35	14.4	0.00361
GO:0046928	regulation of neurotransmitter secretion	69	29	13.8	0.00364
GO:0048260	positive regulation of receptor-mediated endocytosis	62	29	12.4	0.00373
GO:0001938	positive regulation of endothelial cell proliferation	24	11	4.8	0.00375
GO:0030521	androgen receptor signaling pathway	24	11	4.8	0.00375
GO:0007476	imaginal disc-derived wing morphogenesis	24	11	4.8	0.00375
GO:0009395	phospholipid catabolic process	24	11	4.8	0.00375
GO:0002699	positive regulation of immune effector process	59	21	11.8	0.00377
GO:0001817	regulation of cytokine production	179	65	35.8	0.00377
GO:1990138	neuron projection extension	52	23	10.4	0.00379
GO:0061326	renal tubule development	34	14	6.8	0.00381
GO:0038083	peptidyl-tyrosine autophosphorylation	12	7	2.4	0.00388
GO:0086091	regulation of heart rate by cardiac conduction	12	7	2.4	0.00388
GO:0086010	membrane depolarization during action potential	12	7	2.4	0.00388
GO:0003356	regulation of cilium beat frequency	12	7	2.4	0.00388
GO:0006654	phosphatidic acid biosynthetic process	12	7	2.4	0.00388
GO:0033631	cell-cell adhesion mediated by integrin	12	7	2.4	0.00388
GO:0061180	mammary gland epithelium development	12	7	2.4	0.00388
GO:0048016	inositol phosphate-mediated signaling	12	7	2.4	0.00388
GO:0034369	plasma lipoprotein particle remodeling	12	7	2.4	0.00388
GO:0048521	negative regulation of behavior	12	7	2.4	0.00388
GO:0048872	homeostasis of number of cells	144	49	28.8	0.00398
GO:0010927	cellular component assembly involved in morphogenesis	77	44	15.4	0.004
GO:0007044	cell-substrate junction assembly	52	29	10.4	0.00406
GO:0030317	flagellated sperm motility	52	19	10.4	0.00411
GO:0045859	regulation of protein kinase activity	131	53	26.2	0.00413
GO:0035640	exploration behavior	26	15	5.2	0.00416
GO:0014910	regulation of smooth muscle cell migration	28	15	5.6	0.00417
GO:1990573	potassium ion import across plasma membrane	15	8	3	0.00422
GO:0006883	cellular sodium ion homeostasis	15	8	3	0.00422
GO:0035307	positive regulation of protein dephosphorylation	15	8	3	0.00422
GO:0046850	regulation of bone remodeling	15	8	3	0.00422
GO:0015722	canalicular bile acid transport	15	8	3	0.00422
GO:0050892	intestinal absorption	15	8	3	0.00422
GO:0031016	pancreas development	15	8	3	0.00422
GO:0060024	rhythmic synaptic transmission	15	8	3	0.00422
GO:0001702	gastrulation with mouth forming second	18	9	3.6	0.00422
GO:0071300	cellular response to retinoic acid	18	9	3.6	0.00422
GO:0098743	cell aggregation	18	9	3.6	0.00422
GO:0022610	biological adhesion	381	162	76.2	0.00428
GO:0071417	cellular response to organonitrogen compound	332	109	66.4	0.00433
GO:0002526	acute inflammatory response	31	13	6.2	0.00434
GO:0050867	positive regulation of cell activation	69	27	13.8	0.00434
GO:0098660	inorganic ion transmembrane transport	231	95	46.2	0.00446
GO:0021766	hippocampus development	38	15	7.6	0.00449
GO:0045475	locomotor rhythm	38	15	7.6	0.00449
GO:2000177	regulation of neural precursor cell proliferation	38	15	7.6	0.00449
GO:1902305	regulation of sodium ion transmembrane transport	38	23	7.6	0.00456
GO:0050767	regulation of neurogenesis	69	28	13.8	0.0046
GO:0048499	synaptic vesicle membrane organization	14	10	2.8	0.00463
GO:2000243	positive regulation of reproductive process	137	44	27.4	0.00464
GO:0031630	regulation of synaptic vesicle fusion to presynaptic active zone membrane	7	5	1.4	0.00466
GO:0051582	positive regulation of neurotransmitter uptake	7	5	1.4	0.00466
GO:0002042	cell migration involved in sprouting angiogenesis	7	5	1.4	0.00466
GO:0070207	protein homotrimerization	7	5	1.4	0.00466
GO:0032303	regulation of icosanoid secretion	7	5	1.4	0.00466
GO:1902430	negative regulation of amyloid-beta formation	7	5	1.4	0.00466
GO:0030514	negative regulation of BMP signaling pathway	7	5	1.4	0.00466
GO:0050850	positive regulation of calcium-mediated signaling	7	5	1.4	0.00466
