GO.ID	Term	Annotated	Significant	Expected	elimFisher
GO:0048859	formation of anatomical boundary	53	24	12.49	0.00041
GO:0007435	salivary gland morphogenesis	104	44	24.51	0.00042
GO:0009798	axis specification	224	75	52.8	0.00042
GO:0007044	cell-substrate junction assembly	40	22	9.43	0.00044
GO:0030216	keratinocyte differentiation	40	22	9.43	0.00044
GO:0048738	cardiac muscle tissue development	125	51	29.46	0.00046
GO:0042676	compound eye cone cell fate commitment	15	10	3.54	0.00047
GO:0007026	negative regulation of microtubule depolymerization	15	10	3.54	0.00047
GO:0048841	regulation of axon extension involved in axon guidance	15	10	3.54	0.00047
GO:0019228	neuronal action potential	15	10	3.54	0.00047
GO:0036120	cellular response to platelet-derived growth factor stimulus	15	10	3.54	0.00047
GO:0072499	photoreceptor cell axon guidance	25	14	5.89	0.00047
GO:0008542	visual learning	25	14	5.89	0.00047
GO:0045433	male courtship behavior, veined wing generated song production	25	14	5.89	0.00047
GO:0046716	muscle cell cellular homeostasis	36	18	8.49	0.00049
GO:0046667	compound eye retinal cell programmed cell death	28	20	6.6	5e-04
GO:0060563	neuroepithelial cell differentiation	27	17	6.36	0.00051
GO:0048252	lauric acid metabolic process	20	12	4.71	0.00052
GO:0051963	regulation of synapse assembly	119	47	28.05	0.00053
GO:0007610	behavior	798	320	188.09	0.00054
GO:0021510	spinal cord development	68	33	16.03	0.00055
GO:0002027	regulation of heart rate	42	20	9.9	0.00055
GO:0048146	positive regulation of fibroblast proliferation	28	15	6.6	0.00056
GO:0009069	serine family amino acid metabolic process	262	85	61.76	0.00057
GO:0030901	midbrain development	54	24	12.73	0.00057
GO:0007215	glutamate receptor signaling pathway	30	21	7.07	6e-04
GO:0097305	response to alcohol	191	65	45.02	0.00061
GO:0035025	positive regulation of Rho protein signal transduction	13	9	3.06	0.00062
GO:0031069	hair follicle morphogenesis	13	9	3.06	0.00062
GO:0030334	regulation of cell migration	340	158	80.14	0.00064
GO:0035151	regulation of tube size, open tracheal system	64	31	15.09	0.00065
GO:0014016	neuroblast differentiation	49	25	11.55	0.00065
GO:0060079	excitatory postsynaptic potential	42	23	9.9	0.00065
GO:0051046	regulation of secretion	299	114	70.48	0.00066
GO:0072001	renal system development	194	96	45.73	0.00067
GO:0001657	ureteric bud development	57	32	13.44	0.00068
GO:0090287	regulation of cellular response to growth factor stimulus	151	65	35.59	0.00069
GO:0003073	regulation of systemic arterial blood pressure	34	17	8.01	7e-04
GO:0045600	positive regulation of fat cell differentiation	34	17	8.01	7e-04
GO:0040011	locomotion	1091	450	257.16	0.00071
GO:0048730	epidermis morphogenesis	18	14	4.24	0.00071
GO:0022602	ovulation cycle process	18	11	4.24	0.00072
GO:0140115	export across plasma membrane	18	11	4.24	0.00072
GO:0009953	dorsal/ventral pattern formation	217	72	51.15	0.00072
GO:0034616	response to laminar fluid shear stress	5	5	1.18	0.00072
GO:0035165	embryonic crystal cell differentiation	5	5	1.18	0.00072
GO:0048099	anterior/posterior lineage restriction, imaginal disc	5	5	1.18	0.00072
GO:0034351	negative regulation of glial cell apoptotic process	5	5	1.18	0.00072
GO:0060040	retinal bipolar neuron differentiation	5	5	1.18	0.00072
GO:0045655	regulation of monocyte differentiation	5	5	1.18	0.00072
GO:0009952	anterior/posterior pattern specification	266	99	62.7	0.00073
GO:0045639	positive regulation of myeloid cell differentiation	37	18	8.72	0.00075
GO:0071542	dopaminergic neuron differentiation	37	18	8.72	0.00075
GO:0007166	cell surface receptor signaling pathway	1199	449	282.61	0.00075
GO:0030326	embryonic limb morphogenesis	80	32	18.86	0.00075
GO:0061005	cell differentiation involved in kidney development	40	21	9.43	0.00076
GO:0007631	feeding behavior	85	37	20.04	0.00077
GO:0007423	sensory organ development	711	285	167.59	0.00077
GO:0035051	cardiocyte differentiation	103	39	24.28	0.00077
GO:0042689	regulation of crystal cell differentiation	11	8	2.59	0.00077
GO:0060644	mammary gland epithelial cell differentiation	11	8	2.59	0.00077
GO:0043114	regulation of vascular permeability	11	8	2.59	0.00077
GO:0045186	zonula adherens assembly	11	8	2.59	0.00077
GO:0090190	positive regulation of branching involved in ureteric bud morphogenesis	11	8	2.59	0.00077
GO:0021954	central nervous system neuron development	54	27	12.73	0.00079
GO:0050805	negative regulation of synaptic transmission	53	26	12.49	0.00079
GO:0035147	branch fusion, open tracheal system	26	14	6.13	0.00081
GO:0060122	inner ear receptor cell stereocilium organization	26	14	6.13	0.00081
GO:0048812	neuron projection morphogenesis	606	257	142.84	0.00081
GO:0048665	neuron fate specification	46	21	10.84	0.00081
GO:0051130	positive regulation of cellular component organization	546	160	128.7	0.00084
GO:0007416	synapse assembly	185	76	43.61	0.00089
GO:0048708	astrocyte differentiation	36	21	8.49	9e-04
GO:0015696	ammonium transport	9	7	2.12	0.00091
GO:0097084	vascular associated smooth muscle cell development	9	7	2.12	0.00091
GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	9	7	2.12	0.00091
GO:0010594	regulation of endothelial cell migration	70	33	16.5	0.00091
GO:0034333	adherens junction assembly	18	14	4.24	0.00094
GO:0035024	negative regulation of Rho protein signal transduction	7	6	1.65	0.00095
GO:0048036	central complex development	7	6	1.65	0.00095
GO:0014002	astrocyte development	7	6	1.65	0.00095
GO:0045608	negative regulation of inner ear auditory receptor cell differentiation	7	6	1.65	0.00095
GO:0022408	negative regulation of cell-cell adhesion	65	27	15.32	0.00096
GO:0030199	collagen fibril organization	16	10	3.77	0.001
GO:0048532	anatomical structure arrangement	16	10	3.77	0.001
GO:0008345	larval locomotory behavior	32	16	7.54	0.001
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	32	16	7.54	0.001
GO:0007455	eye-antennal disc morphogenesis	62	26	14.61	0.001
GO:0048749	compound eye development	357	153	84.15	0.00104
GO:0033627	cell adhesion mediated by integrin	35	17	8.25	0.00107
GO:0014074	response to purine-containing compound	88	34	20.74	0.00108
GO:0007601	visual perception	88	34	20.74	0.00108
GO:0001709	cell fate determination	165	61	38.89	0.00109
GO:1902531	regulation of intracellular signal transduction	727	258	171.36	0.00112
GO:0002062	chondrocyte differentiation	50	22	11.79	0.00113
GO:0030278	regulation of ossification	50	22	11.79	0.00113
GO:0051283	negative regulation of sequestering of calcium ion	44	20	10.37	0.00114
GO:0035725	sodium ion transmembrane transport	44	20	10.37	0.00114
GO:0042129	regulation of T cell proliferation	44	20	10.37	0.00114
GO:0060674	placenta blood vessel development	24	13	5.66	0.00115
GO:0016525	negative regulation of angiogenesis	24	13	5.66	0.00115
GO:0043052	thermotaxis	24	13	5.66	0.00115
GO:0002042	cell migration involved in sprouting angiogenesis	24	13	5.66	0.00115
GO:0014070	response to organic cyclic compound	458	164	107.95	0.0012
GO:0009612	response to mechanical stimulus	96	45	22.63	0.00128
GO:0048729	tissue morphogenesis	797	336	187.86	0.00128
GO:0048168	regulation of neuronal synaptic plasticity	39	26	9.19	0.00131
GO:0071260	cellular response to mechanical stimulus	27	14	6.36	0.00131
GO:1903053	regulation of extracellular matrix organization	27	14	6.36	0.00131
GO:0009968	negative regulation of signal transduction	632	211	148.97	0.00132
GO:0071407	cellular response to organic cyclic compound	264	89	62.23	0.00135
GO:0021781	glial cell fate commitment	19	11	4.48	0.00135
GO:0007426	tracheal outgrowth, open tracheal system	19	11	4.48	0.00135
GO:0007412	axon target recognition	19	11	4.48	0.00135
GO:0007588	excretion	19	11	4.48	0.00135
GO:0045217	cell-cell junction maintenance	14	9	3.3	0.00136
GO:0060065	uterus development	14	9	3.3	0.00136
GO:0003151	outflow tract morphogenesis	57	24	13.44	0.00145
GO:0048585	negative regulation of response to stimulus	745	258	175.6	0.00145
GO:1903037	regulation of leukocyte cell-cell adhesion	86	33	20.27	0.00146
GO:0060627	regulation of vesicle-mediated transport	277	93	65.29	0.00148
GO:0017156	calcium-ion regulated exocytosis	33	16	7.78	0.00153
GO:0015850	organic hydroxy compound transport	125	50	29.46	0.00154
GO:0050806	positive regulation of synaptic transmission	61	31	14.38	0.00154
GO:0022029	telencephalon cell migration	51	22	12.02	0.00155
GO:0008064	regulation of actin polymerization or depolymerization	93	35	21.92	0.00158
GO:0007218	neuropeptide signaling pathway	36	17	8.49	0.00158
GO:0090102	cochlea development	36	17	8.49	0.00158
GO:0042552	myelination	48	21	11.31	0.00158
GO:0007569	cell aging	48	21	11.31	0.00158
GO:0072089	stem cell proliferation	44	23	10.37	0.00161
GO:0008407	chaeta morphogenesis	39	18	9.19	0.00161
GO:0030042	actin filament depolymerization	22	12	5.19	0.00165
GO:0050803	regulation of synapse structure or activity	213	82	50.21	0.00165
GO:0007160	cell-matrix adhesion	80	37	18.86	0.00166
GO:0042391	regulation of membrane potential	189	81	44.55	0.00167
GO:0022612	gland morphogenesis	148	67	34.88	0.00167
GO:0048638	regulation of developmental growth	319	119	75.19	0.00169
GO:0048863	stem cell differentiation	163	65	38.42	0.00169
GO:0007155	cell adhesion	461	194	108.66	0.0017
GO:0051588	regulation of neurotransmitter transport	68	30	16.03	0.0018
GO:0007391	dorsal closure	97	36	22.86	0.00182
GO:0009912	auditory receptor cell fate commitment	12	8	2.83	0.00184
GO:0055078	sodium ion homeostasis	12	8	2.83	0.00184
GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	12	8	2.83	0.00184
GO:0035988	chondrocyte proliferation	12	8	2.83	0.00184
GO:0007415	defasciculation of motor neuron axon	12	8	2.83	0.00184
GO:0002223	stimulatory C-type lectin receptor signaling pathway	12	8	2.83	0.00184
GO:0048100	wing disc anterior/posterior pattern formation	12	8	2.83	0.00184
GO:0045596	negative regulation of cell differentiation	380	139	89.57	0.00184
GO:0042051	compound eye photoreceptor development	100	46	23.57	0.00185
GO:0001964	startle response	17	10	4.01	0.00191
GO:1903779	regulation of cardiac conduction	17	10	4.01	0.00191
GO:0021783	preganglionic parasympathetic fiber development	17	10	4.01	0.00191
GO:0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces	17	10	4.01	0.00191
GO:0060253	negative regulation of glial cell proliferation	17	10	4.01	0.00191
GO:0008543	fibroblast growth factor receptor signaling pathway	58	24	13.67	0.00193
GO:0043524	negative regulation of neuron apoptotic process	84	32	19.8	0.00196
GO:0019722	calcium-mediated signaling	84	32	19.8	0.00196
GO:0051896	regulation of protein kinase B signaling	59	31	13.91	0.00197
GO:1903522	regulation of blood circulation	117	57	27.58	0.00201
GO:1901653	cellular response to peptide	158	58	37.24	0.00201
GO:0051960	regulation of nervous system development	327	118	77.08	0.00206
GO:0002385	mucosal immune response	28	14	6.6	0.00206
GO:0007427	epithelial cell migration, open tracheal system	28	14	6.6	0.00206
GO:0021782	glial cell development	75	33	17.68	0.00208
GO:0050770	regulation of axonogenesis	81	31	19.09	0.0021
GO:0001525	angiogenesis	162	73	38.18	0.00214
GO:0010595	positive regulation of endothelial cell migration	49	21	11.55	0.00217
GO:0010634	positive regulation of epithelial cell migration	86	38	20.27	0.00218
GO:0030168	platelet activation	31	15	7.31	0.00219
GO:0045646	regulation of erythrocyte differentiation	31	15	7.31	0.00219
GO:0006928	movement of cell or subcellular component	1173	467	276.48	0.00223
GO:0042749	regulation of circadian sleep/wake cycle	34	16	8.01	0.00226
GO:0001938	positive regulation of endothelial cell proliferation	34	16	8.01	0.00226
GO:0022600	digestive system process	34	16	8.01	0.00226
GO:0055117	regulation of cardiac muscle contraction	34	16	8.01	0.00226
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	34	16	8.01	0.00226
GO:0120032	regulation of plasma membrane bounded cell projection assembly	122	43	28.76	0.00226
GO:0002164	larval development	149	56	35.12	0.00233
GO:0048646	anatomical structure formation involved in morphogenesis	807	299	190.22	0.00235
GO:0016318	ommatidial rotation	20	11	4.71	0.00237
GO:0021516	dorsal spinal cord development	20	11	4.71	0.00237
GO:0060444	branching involved in mammary gland duct morphogenesis	20	11	4.71	0.00237
GO:0007369	gastrulation	168	56	39.6	0.00238
GO:0016332	establishment or maintenance of polarity of embryonic epithelium	10	7	2.36	0.00242
GO:0086005	ventricular cardiac muscle cell action potential	10	7	2.36	0.00242
GO:0072033	renal vesicle formation	10	7	2.36	0.00242
GO:0030238	male sex determination	10	7	2.36	0.00242
GO:0072577	endothelial cell apoptotic process	10	7	2.36	0.00242
GO:0002720	positive regulation of cytokine production involved in immune response	10	7	2.36	0.00242
GO:0018991	oviposition	10	7	2.36	0.00242
GO:0010839	negative regulation of keratinocyte proliferation	10	7	2.36	0.00242
GO:0098703	calcium ion import across plasma membrane	10	7	2.36	0.00242
GO:0031281	positive regulation of cyclase activity	10	7	2.36	0.00242
GO:0060445	branching involved in salivary gland morphogenesis	10	7	2.36	0.00242
GO:0030324	lung development	109	46	25.69	0.00245
GO:0006959	humoral immune response	126	44	29.7	0.00249
GO:2000242	negative regulation of reproductive process	59	24	13.91	0.00254
GO:0099537	trans-synaptic signaling	456	197	107.48	0.00257
GO:0050954	sensory perception of mechanical stimulus	160	72	37.71	0.00261
GO:0021915	neural tube development	121	52	28.52	0.00267
GO:0045860	positive regulation of protein kinase activity	166	61	39.13	0.00268
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	15	9	3.54	0.0027
GO:0002026	regulation of the force of heart contraction	15	9	3.54	0.0027
GO:0015812	gamma-aminobutyric acid transport	15	9	3.54	0.0027
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	23	12	5.42	0.00272
GO:0035168	larval lymph gland hemocyte differentiation	23	12	5.42	0.00272
GO:0070373	negative regulation of ERK1 and ERK2 cascade	23	12	5.42	0.00272
GO:0051926	negative regulation of calcium ion transport	23	12	5.42	0.00272
GO:0007413	axonal fasciculation	23	12	5.42	0.00272
GO:0070983	dendrite guidance	23	12	5.42	0.00272
GO:0045661	regulation of myoblast differentiation	23	12	5.42	0.00272
GO:0045670	regulation of osteoclast differentiation	23	12	5.42	0.00272
GO:0001764	neuron migration	99	36	23.33	0.00273
GO:0050808	synapse organization	365	139	86.03	0.00274
GO:0035270	endocrine system development	97	47	22.86	0.00274
GO:0009887	animal organ morphogenesis	1047	439	246.79	0.00286
GO:0022407	regulation of cell-cell adhesion	146	58	34.41	0.00289
GO:0040018	positive regulation of multicellular organism growth	50	21	11.79	0.00292
GO:0030431	sleep	66	26	15.56	0.00292
GO:0060021	roof of mouth development	66	26	15.56	0.00292
GO:0007015	actin filament organization	222	97	52.33	0.00293
GO:0048545	response to steroid hormone	141	48	33.23	0.00294
GO:0017143	insecticide metabolic process	26	13	6.13	0.00297
GO:0045676	regulation of R7 cell differentiation	26	13	6.13	0.00297
GO:0048844	artery morphogenesis	54	29	12.73	0.003
GO:1902904	negative regulation of supramolecular fiber organization	59	29	13.91	0.00301
GO:0018108	peptidyl-tyrosine phosphorylation	94	45	22.16	0.00301
GO:0030917	midbrain-hindbrain boundary development	14	11	3.3	0.00302
GO:0090090	negative regulation of canonical Wnt signaling pathway	76	29	17.91	0.00303
GO:0001661	conditioned taste aversion	8	6	1.89	0.00305
GO:0035225	determination of genital disc primordium	8	6	1.89	0.00305
GO:0035235	ionotropic glutamate receptor signaling pathway	8	6	1.89	0.00305
GO:0099601	regulation of neurotransmitter receptor activity	8	6	1.89	0.00305
GO:0072282	metanephric nephron tubule morphogenesis	8	6	1.89	0.00305
GO:0007486	imaginal disc-derived female genitalia development	8	6	1.89	0.00305
GO:0061626	pharyngeal arch artery morphogenesis	8	6	1.89	0.00305
GO:0021960	anterior commissure morphogenesis	8	6	1.89	0.00305
GO:0008584	male gonad development	63	25	14.85	0.00311
GO:0045667	regulation of osteoblast differentiation	71	32	16.74	0.00313
GO:0036011	imaginal disc-derived leg segmentation	29	14	6.84	0.00313
GO:0048731	system development	2943	997	693.69	0.00314
GO:1901654	response to ketone	93	34	21.92	0.00319
GO:0035159	regulation of tube length, open tracheal system	41	18	9.66	0.0032
GO:0014015	positive regulation of gliogenesis	41	18	9.66	0.0032
GO:0061053	somite development	60	24	14.14	0.0033
GO:0009954	proximal/distal pattern formation	41	21	9.66	0.00332
GO:0003323	type B pancreatic cell development	18	10	4.24	0.0034
GO:0007430	terminal branching, open tracheal system	18	10	4.24	0.0034
GO:1901381	positive regulation of potassium ion transmembrane transport	18	10	4.24	0.0034
GO:0045924	regulation of female receptivity	18	10	4.24	0.0034
GO:0001708	cell fate specification	132	56	31.11	0.00341
GO:0050678	regulation of epithelial cell proliferation	152	67	35.83	0.00344
GO:0048871	multicellular organismal homeostasis	237	97	55.86	0.00344
GO:0007525	somatic muscle development	90	33	21.21	0.00345
GO:0007414	axonal defasciculation	18	13	4.24	0.00346
GO:0030534	adult behavior	229	92	53.98	0.00348
GO:0008062	eclosion rhythm	6	5	1.41	0.0035
GO:0061082	myeloid leukocyte cytokine production	6	5	1.41	0.0035
GO:0072014	proximal tubule development	6	5	1.41	0.0035
GO:0003273	cell migration involved in endocardial cushion formation	6	5	1.41	0.0035
GO:0035211	spermathecum morphogenesis	6	5	1.41	0.0035
GO:0070168	negative regulation of biomineral tissue development	6	5	1.41	0.0035
GO:0018149	peptide cross-linking	6	5	1.41	0.0035
GO:0032490	detection of molecule of bacterial origin	6	5	1.41	0.0035
GO:0070831	basement membrane assembly	6	5	1.41	0.0035
GO:0021555	midbrain-hindbrain boundary morphogenesis	6	5	1.41	0.0035
GO:0045725	positive regulation of glycogen biosynthetic process	6	5	1.41	0.0035
GO:1904781	positive regulation of protein localization to centrosome	6	5	1.41	0.0035
GO:1904861	excitatory synapse assembly	6	5	1.41	0.0035
GO:2000974	negative regulation of pro-B cell differentiation	6	5	1.41	0.0035
GO:0048589	developmental growth	609	235	143.55	0.00351
GO:0042327	positive regulation of phosphorylation	298	113	70.24	0.00363
GO:0007424	open tracheal system development	244	120	57.51	0.00363
GO:0008589	regulation of smoothened signaling pathway	67	26	15.79	0.00373
GO:0006468	protein phosphorylation	634	227	149.44	0.00373
GO:0001893	maternal placenta development	13	8	3.06	0.00379
GO:0046331	lateral inhibition	13	8	3.06	0.00379
GO:0046339	diacylglycerol metabolic process	13	8	3.06	0.00379
GO:0035289	posterior head segmentation	13	8	3.06	0.00379
GO:0030728	ovulation	13	8	3.06	0.00379
GO:0048715	negative regulation of oligodendrocyte differentiation	13	8	3.06	0.00379
GO:0045761	regulation of adenylate cyclase activity	13	8	3.06	0.00379
GO:0016059	deactivation of rhodopsin mediated signaling	13	8	3.06	0.00379
GO:0042249	establishment of planar polarity of embryonic epithelium	13	8	3.06	0.00379
GO:0048593	camera-type eye morphogenesis	89	47	20.98	0.00383
GO:0007478	leg disc morphogenesis	103	42	24.28	0.00387
GO:0043588	skin development	122	56	28.76	0.00388
GO:0046717	acid secretion	21	11	4.95	0.00392
GO:1900424	regulation of defense response to bacterium	21	11	4.95	0.00392
GO:0023051	regulation of signaling	1641	582	386.8	0.00399
GO:0008049	male courtship behavior	70	33	16.5	0.00404
GO:0050679	positive regulation of epithelial cell proliferation	79	35	18.62	0.00404
GO:0060560	developmental growth involved in morphogenesis	207	89	48.79	0.00407
GO:0045664	regulation of neuron differentiation	183	73	43.13	0.00408
GO:0035152	regulation of tube architecture, open tracheal system	114	57	26.87	0.0041
GO:0007173	epidermal growth factor receptor signaling pathway	73	32	17.21	0.00413
GO:0031175	neuron projection development	772	316	181.97	0.00414
GO:0007431	salivary gland development	134	58	31.58	0.00421
