GO.ID	Term	Annotated	Significant	Expected	elimFisher
GO:0050807	regulation of synapse organization	191	50	24.39	7.9e-05
GO:0046693	sperm storage	17	9	2.17	8.1e-05
GO:0048663	neuron fate commitment	157	52	20.05	8.4e-05
GO:0023051	regulation of signaling	1641	340	209.56	9e-05
GO:0030431	sleep	66	24	8.43	9.3e-05
GO:0007166	cell surface receptor signaling pathway	1199	271	153.12	9.6e-05
GO:0007416	synapse assembly	185	58	23.63	9.6e-05
GO:0030033	microvillus assembly	14	8	1.79	1e-04
GO:2000026	regulation of multicellular organismal development	694	167	88.63	0.00011
GO:0015872	dopamine transport	25	16	3.19	0.00011
GO:0010646	regulation of cell communication	1632	338	208.41	0.00014
GO:0007271	synaptic transmission, cholinergic	23	13	2.94	0.00014
GO:0010001	glial cell differentiation	147	45	18.77	0.00014
GO:0061343	cell adhesion involved in heart morphogenesis	18	9	2.3	0.00014
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	325	79	41.5	0.00015
GO:0055085	transmembrane transport	687	160	87.73	0.00017
GO:0008306	associative learning	80	32	10.22	0.00017
GO:0097150	neuronal stem cell population maintenance	26	11	3.32	0.00017
GO:0007612	learning	115	45	14.69	0.00018
GO:0035202	tracheal pit formation in open tracheal system	6	5	0.77	0.00018
GO:0098664	G protein-coupled serotonin receptor signaling pathway	6	5	0.77	0.00018
GO:0045823	positive regulation of heart contraction	15	8	1.92	0.00019
GO:0048190	wing disc dorsal/ventral pattern formation	53	17	6.77	2e-04
GO:0006909	phagocytosis	121	30	15.45	0.00021
GO:0007632	visual behavior	63	19	8.05	0.00021
GO:0042472	inner ear morphogenesis	68	20	8.68	0.00022
GO:0008586	imaginal disc-derived wing vein morphogenesis	35	13	4.47	0.00022
GO:0007426	tracheal outgrowth, open tracheal system	19	9	2.43	0.00024
GO:0007615	anesthesia-resistant memory	19	9	2.43	0.00024
GO:0050796	regulation of insulin secretion	79	22	10.09	0.00025
GO:0007216	G protein-coupled glutamate receptor signaling pathway	9	6	1.15	0.00025
GO:2000726	negative regulation of cardiac muscle cell differentiation	9	6	1.15	0.00025
GO:0045746	negative regulation of Notch signaling pathway	54	17	6.9	0.00026
GO:0030510	regulation of BMP signaling pathway	74	21	9.45	0.00026
GO:0009887	animal organ morphogenesis	1047	268	133.7	0.00027
GO:0042060	wound healing	228	48	29.12	0.00027
GO:0048675	axon extension	97	32	12.39	0.00029
GO:0009952	anterior/posterior pattern specification	266	54	33.97	3e-04
GO:0021983	pituitary gland development	36	13	4.6	3e-04
GO:0019226	transmission of nerve impulse	36	13	4.6	3e-04
GO:0030855	epithelial cell differentiation	591	133	75.47	0.00031
GO:0043270	positive regulation of ion transport	104	30	13.28	0.00032
GO:2000300	regulation of synaptic vesicle exocytosis	39	17	4.98	0.00033
GO:0017085	response to insecticide	65	19	8.3	0.00034
GO:0008345	larval locomotory behavior	32	12	4.09	0.00034
GO:0030199	collagen fibril organization	16	8	2.04	0.00034
GO:0031128	developmental induction	28	11	3.58	0.00038
GO:0014070	response to organic cyclic compound	458	94	58.49	0.00039
GO:0060674	placenta blood vessel development	24	10	3.06	4e-04
GO:0051966	regulation of synaptic transmission, glutamatergic	24	10	3.06	4e-04
GO:0002042	cell migration involved in sprouting angiogenesis	24	10	3.06	4e-04
GO:0014019	neuroblast development	24	10	3.06	4e-04
GO:1901888	regulation of cell junction assembly	163	43	20.82	0.00043
GO:0001745	compound eye morphogenesis	290	84	37.03	0.00044
GO:0048505	regulation of timing of cell differentiation	13	7	1.66	0.00046
GO:0051180	vitamin transport	13	7	1.66	0.00046
GO:0048639	positive regulation of developmental growth	161	36	20.56	0.00047
GO:0060412	ventricular septum morphogenesis	33	12	4.21	0.00048
GO:0010959	regulation of metal ion transport	174	48	22.22	5e-04
GO:0019991	septate junction assembly	47	15	6	5e-04
GO:0040013	negative regulation of locomotion	120	36	15.32	0.00053
GO:0050954	sensory perception of mechanical stimulus	160	47	20.43	0.00053
GO:0007614	short-term memory	29	11	3.7	0.00054
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	38	13	4.85	0.00055
GO:0050919	negative chemotaxis	25	13	3.19	0.00055
GO:0048053	R1/R6 development	7	5	0.89	0.00057
GO:2000301	negative regulation of synaptic vesicle exocytosis	7	5	0.89	0.00057
GO:0048750	compound eye corneal lens morphogenesis	7	5	0.89	0.00057
GO:0014002	astrocyte development	7	5	0.89	0.00057
GO:0045608	negative regulation of inner ear auditory receptor cell differentiation	7	5	0.89	0.00057
GO:0042136	neurotransmitter biosynthetic process	7	5	0.89	0.00057
GO:0086091	regulation of heart rate by cardiac conduction	10	6	1.28	0.00057
GO:0006537	glutamate biosynthetic process	10	6	1.28	0.00057
GO:0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces	17	8	2.17	0.00058
GO:0060560	developmental growth involved in morphogenesis	207	68	26.43	0.00061
GO:0007435	salivary gland morphogenesis	104	29	13.28	0.00063
GO:0001938	positive regulation of endothelial cell proliferation	34	12	4.34	0.00065
GO:0045475	locomotor rhythm	58	17	7.41	0.00066
GO:0098609	cell-cell adhesion	265	80	33.84	0.00066
GO:0051962	positive regulation of nervous system development	168	51	21.45	0.00072
GO:0060562	epithelial tube morphogenesis	596	148	76.11	0.00074
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	70	27	8.94	0.00077
GO:0070374	positive regulation of ERK1 and ERK2 cascade	59	17	7.53	0.00082
GO:0030517	negative regulation of axon extension	14	7	1.79	0.00082
GO:0008582	regulation of synaptic assembly at neuromuscular junction	91	23	11.62	0.00084
GO:0035147	branch fusion, open tracheal system	26	10	3.32	0.00085
GO:0030534	adult behavior	229	75	29.24	0.00085
GO:0046928	regulation of neurotransmitter secretion	59	26	7.53	0.00085
GO:0051899	membrane depolarization	35	12	4.47	0.00088
GO:0002088	lens development in camera-type eye	35	12	4.47	0.00088
GO:0046777	protein autophosphorylation	108	26	13.79	0.00088
GO:0007391	dorsal closure	97	24	12.39	0.00091
GO:0003401	axis elongation	22	9	2.81	0.00092
GO:0060291	long-term synaptic potentiation	22	9	2.81	0.00092
GO:0045648	positive regulation of erythrocyte differentiation	18	8	2.3	0.00092
GO:0031279	regulation of cyclase activity	18	8	2.3	0.00092
GO:0007419	ventral cord development	40	13	5.11	0.00096
GO:0030324	lung development	109	26	13.92	0.00102
GO:0071901	negative regulation of protein serine/threonine kinase activity	50	15	6.39	0.00103
GO:0031175	neuron projection development	772	189	98.59	0.00111
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	11	6	1.4	0.00112
GO:0042682	regulation of compound eye cone cell fate specification	11	6	1.4	0.00112
GO:0055075	potassium ion homeostasis	11	6	1.4	0.00112
GO:0032228	regulation of synaptic transmission, GABAergic	11	6	1.4	0.00112
GO:0098700	neurotransmitter loading into synaptic vesicle	11	6	1.4	0.00112
GO:0009968	negative regulation of signal transduction	632	130	80.71	0.00112
GO:0050772	positive regulation of axonogenesis	36	12	4.6	0.00117
GO:0040012	regulation of locomotion	397	101	50.7	0.00118
GO:0060842	arterial endothelial cell differentiation	5	4	0.64	0.00119
GO:0061072	iris morphogenesis	5	4	0.64	0.00119
GO:0003256	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	5	4	0.64	0.00119
GO:1900449	regulation of glutamate receptor signaling pathway	5	4	0.64	0.00119
GO:0007191	adenylate cyclase-activating dopamine receptor signaling pathway	5	4	0.64	0.00119
GO:0009448	gamma-aminobutyric acid metabolic process	5	4	0.64	0.00119
GO:0014056	regulation of acetylcholine secretion, neurotransmission	5	4	0.64	0.00119
GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	5	4	0.64	0.00119
GO:2000977	regulation of forebrain neuron differentiation	5	4	0.64	0.00119
GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	5	4	0.64	0.00119
GO:0001662	behavioral fear response	27	10	3.45	0.0012
GO:0001941	postsynaptic membrane organization	27	10	3.45	0.0012
GO:0034331	cell junction maintenance	27	10	3.45	0.0012
GO:0019731	antibacterial humoral response	27	10	3.45	0.0012
GO:1903522	regulation of blood circulation	117	36	14.94	0.0012
GO:0035151	regulation of tube size, open tracheal system	64	25	8.17	0.00125
GO:0009954	proximal/distal pattern formation	41	13	5.24	0.00125
GO:0060079	excitatory postsynaptic potential	42	17	5.36	0.00129
GO:0021545	cranial nerve development	32	14	4.09	0.0013
GO:0030182	neuron differentiation	1111	274	141.88	0.00131
GO:0007631	feeding behavior	85	28	10.85	0.00131
GO:0086003	cardiac muscle cell contraction	23	9	2.94	0.00134
GO:0007413	axonal fasciculation	23	9	2.94	0.00134
GO:0071375	cellular response to peptide hormone stimulus	146	32	18.64	0.00135
GO:0035095	behavioral response to nicotine	8	5	1.02	0.00135
GO:0001661	conditioned taste aversion	8	5	1.02	0.00135
GO:0035235	ionotropic glutamate receptor signaling pathway	8	5	1.02	0.00135
GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	8	5	1.02	0.00135
GO:0099601	regulation of neurotransmitter receptor activity	8	5	1.02	0.00135
GO:0048626	myoblast fate specification	8	5	1.02	0.00135
GO:0042462	eye photoreceptor cell development	126	41	16.09	0.00137
GO:0016201	synaptic target inhibition	15	7	1.92	0.00138
GO:0003416	endochondral bone growth	15	7	1.92	0.00138
GO:0046529	imaginal disc fusion, thorax closure	15	7	1.92	0.00138
GO:0048841	regulation of axon extension involved in axon guidance	15	7	1.92	0.00138
GO:0098815	modulation of excitatory postsynaptic potential	19	8	2.43	0.00142
GO:0042753	positive regulation of circadian rhythm	19	8	2.43	0.00142
GO:0001666	response to hypoxia	156	37	19.92	0.00142
GO:0007568	aging	220	44	28.09	0.00145
GO:0008544	epidermis development	206	49	26.31	0.00148
GO:0022409	positive regulation of cell-cell adhesion	81	24	10.34	0.00149
GO:0048588	developmental cell growth	160	49	20.43	0.00149
GO:0044344	cellular response to fibroblast growth factor stimulus	62	17	7.92	0.0015
GO:0044719	regulation of imaginal disc-derived wing size	37	12	4.73	0.00153
GO:0009967	positive regulation of signal transduction	643	129	82.11	0.00157
GO:0045860	positive regulation of protein kinase activity	166	35	21.2	0.00169
GO:0061138	morphogenesis of a branching epithelium	163	40	20.82	0.00174
GO:2000027	regulation of animal organ morphogenesis	96	27	12.26	0.0018
GO:0001822	kidney development	131	29	16.73	0.00189
GO:0016525	negative regulation of angiogenesis	24	9	3.06	0.0019
GO:0007179	transforming growth factor beta receptor signaling pathway	102	24	13.03	0.00192
GO:0007420	brain development	471	111	60.15	0.00193
GO:0030878	thyroid gland development	12	6	1.53	0.00199
GO:0035988	chondrocyte proliferation	12	6	1.53	0.00199
GO:0002223	stimulatory C-type lectin receptor signaling pathway	12	6	1.53	0.00199
GO:0045677	negative regulation of R7 cell differentiation	12	6	1.53	0.00199
GO:1901186	positive regulation of ERBB signaling pathway	12	6	1.53	0.00199
GO:0046545	development of primary female sexual characteristics	72	21	9.19	0.00203
GO:0008585	female gonad development	69	18	8.81	0.00204
GO:0097090	presynaptic membrane organization	12	8	1.53	0.00206
GO:0040040	thermosensory behavior	20	8	2.55	0.0021
GO:0031345	negative regulation of cell projection organization	89	26	11.37	0.00213
GO:0001963	synaptic transmission, dopaminergic	16	7	2.04	0.00218
GO:0071361	cellular response to ethanol	16	7	2.04	0.00218
GO:0098810	neurotransmitter reuptake	16	7	2.04	0.00218
GO:0048646	anatomical structure formation involved in morphogenesis	807	170	103.06	0.00222
GO:0071684	organism emergence from protective structure	29	10	3.7	0.00224
GO:0046579	positive regulation of Ras protein signal transduction	29	10	3.7	0.00224
GO:0045187	regulation of circadian sleep/wake cycle, sleep	29	10	3.7	0.00224
GO:0001659	temperature homeostasis	75	19	9.58	0.00225
GO:0050680	negative regulation of epithelial cell proliferation	59	16	7.53	0.00231
GO:0045596	negative regulation of cell differentiation	380	91	48.53	0.00235
GO:0021915	neural tube development	121	27	15.45	0.00236
GO:0002067	glandular epithelial cell differentiation	50	17	6.39	0.00247
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	49	14	6.26	0.00251
GO:0008407	chaeta morphogenesis	39	12	4.98	0.00254
GO:0035725	sodium ion transmembrane transport	44	13	5.62	0.00255
GO:0030952	establishment or maintenance of cytoskeleton polarity	44	13	5.62	0.00255
GO:0007431	salivary gland development	134	39	17.11	0.00267
GO:0097105	presynaptic membrane assembly	9	5	1.15	0.00272
GO:0006855	xenobiotic transmembrane transport	9	5	1.15	0.00272
GO:0003222	ventricular trabecula myocardium morphogenesis	9	5	1.15	0.00272
GO:0060982	coronary artery morphogenesis	9	5	1.15	0.00272
GO:0051957	positive regulation of amino acid transport	9	5	1.15	0.00272
GO:0007436	larval salivary gland morphogenesis	9	5	1.15	0.00272
GO:0032530	regulation of microvillus organization	9	5	1.15	0.00272
GO:0032536	regulation of cell projection size	9	5	1.15	0.00272
GO:0097084	vascular associated smooth muscle cell development	9	5	1.15	0.00272
GO:0050914	sensory perception of salty taste	9	5	1.15	0.00272
GO:0090251	protein localization involved in establishment of planar polarity	9	5	1.15	0.00272
GO:0001503	ossification	159	38	20.3	0.00274
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	60	16	7.66	0.00279
GO:0001764	neuron migration	99	23	12.64	0.00281
GO:0048592	eye morphogenesis	385	109	49.17	0.00288
GO:0060914	heart formation	30	10	3.83	0.00298
GO:0007601	visual perception	88	21	11.24	0.00299
GO:0071320	cellular response to cAMP	21	8	2.68	0.00302
GO:0098659	inorganic cation import across plasma membrane	21	8	2.68	0.00302
GO:0003333	amino acid transmembrane transport	50	14	6.39	0.00309
GO:0045638	negative regulation of myeloid cell differentiation	50	14	6.39	0.00309
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	66	17	8.43	0.00311
GO:0018108	peptidyl-tyrosine phosphorylation	94	26	12	0.00314
GO:0051589	negative regulation of neurotransmitter transport	13	9	1.66	0.00316
GO:0042789	mRNA transcription by RNA polymerase II	6	4	0.77	0.0032
GO:0008291	acetylcholine metabolic process	6	4	0.77	0.0032
GO:0032332	positive regulation of chondrocyte differentiation	6	4	0.77	0.0032
GO:0032490	detection of molecule of bacterial origin	6	4	0.77	0.0032
GO:0021604	cranial nerve structural organization	6	4	0.77	0.0032
GO:0090091	positive regulation of extracellular matrix disassembly	6	4	0.77	0.0032
GO:0034114	regulation of heterotypic cell-cell adhesion	6	4	0.77	0.0032
GO:0097067	cellular response to thyroid hormone stimulus	6	4	0.77	0.0032
GO:2000974	negative regulation of pro-B cell differentiation	6	4	0.77	0.0032
GO:0045987	positive regulation of smooth muscle contraction	6	4	0.77	0.0032
GO:0007447	imaginal disc pattern formation	109	32	13.92	0.00326
GO:0035001	dorsal trunk growth, open tracheal system	17	7	2.17	0.0033
GO:2000114	regulation of establishment of cell polarity	17	7	2.17	0.0033
GO:0046331	lateral inhibition	13	6	1.66	0.0033
GO:0032352	positive regulation of hormone metabolic process	13	6	1.66	0.0033
GO:0030728	ovulation	13	6	1.66	0.0033
GO:0045314	regulation of compound eye photoreceptor development	13	6	1.66	0.0033
GO:0071071	regulation of phospholipid biosynthetic process	13	6	1.66	0.0033
GO:0048715	negative regulation of oligodendrocyte differentiation	13	6	1.66	0.0033
GO:1901385	regulation of voltage-gated calcium channel activity	13	6	1.66	0.0033
GO:0042249	establishment of planar polarity of embryonic epithelium	13	6	1.66	0.0033
GO:0060538	skeletal muscle organ development	160	38	20.43	0.00344
GO:0007618	mating	150	55	19.16	0.00367
GO:0040003	chitin-based cuticle development	113	25	14.43	0.00379
GO:0051017	actin filament bundle assembly	84	20	10.73	0.00381
GO:0046661	male sex differentiation	114	31	14.56	0.00391
GO:0007265	Ras protein signal transduction	198	44	25.29	0.00396
GO:0008360	regulation of cell shape	90	21	11.49	0.00397
GO:0030198	extracellular matrix organization	96	27	12.26	0.00397
GO:0007455	eye-antennal disc morphogenesis	62	16	7.92	0.00398
GO:0050891	multicellular organismal water homeostasis	41	12	5.24	0.00402
GO:0014065	phosphatidylinositol 3-kinase signaling	41	12	5.24	0.00402
GO:0007218	neuropeptide signaling pathway	36	11	4.6	0.00403
GO:0090102	cochlea development	36	11	4.6	0.00403
GO:0007528	neuromuscular junction development	171	51	21.84	0.00403
GO:0019233	sensory perception of pain	27	12	3.45	0.00414
GO:0030335	positive regulation of cell migration	194	47	24.77	0.00414
GO:0006812	cation transport	587	148	74.96	0.00417
GO:0001736	establishment of planar polarity	125	40	15.96	0.00421
GO:0035277	spiracle morphogenesis, open tracheal system	22	8	2.81	0.00422
GO:0045500	sevenless signaling pathway	22	8	2.81	0.00422
GO:0016055	Wnt signaling pathway	257	62	32.82	0.00457
GO:0031644	regulation of nervous system process	46	17	5.87	0.00461
GO:0035296	regulation of tube diameter	55	18	7.02	0.00466
GO:0050770	regulation of axonogenesis	81	28	10.34	0.00466
GO:0001525	angiogenesis	162	43	20.69	0.00472
GO:1904064	positive regulation of cation transmembrane transport	63	16	8.05	0.00472
GO:0048863	stem cell differentiation	163	36	20.82	0.00477
GO:0086001	cardiac muscle cell action potential	27	9	3.45	0.00477
GO:0050709	negative regulation of protein secretion	27	9	3.45	0.00477
GO:0071364	cellular response to epidermal growth factor stimulus	27	9	3.45	0.00477
GO:0043067	regulation of programmed cell death	718	119	91.69	0.00478
GO:0019730	antimicrobial humoral response	96	27	12.26	0.00479
GO:0051817	modulation of process of other organism involved in symbiotic interaction	47	13	6	0.00481
GO:1902600	proton transmembrane transport	47	13	6	0.00481
GO:0090288	negative regulation of cellular response to growth factor stimulus	47	13	6	0.00481
GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	18	7	2.3	0.00481
GO:0140115	export across plasma membrane	18	7	2.3	0.00481
GO:0007414	axonal defasciculation	18	7	2.3	0.00481
GO:0031341	regulation of cell killing	18	7	2.3	0.00481
GO:0007638	mechanosensory behavior	18	7	2.3	0.00481
GO:0051339	regulation of lyase activity	18	7	2.3	0.00481
GO:0051780	behavioral response to nutrient	10	5	1.28	0.00487
GO:1903427	negative regulation of reactive oxygen species biosynthetic process	10	5	1.28	0.00487
GO:0035199	salt aversion	10	5	1.28	0.00487
GO:0021796	cerebral cortex regionalization	10	5	1.28	0.00487
GO:0072577	endothelial cell apoptotic process	10	5	1.28	0.00487
GO:0043704	photoreceptor cell fate specification	10	5	1.28	0.00487
GO:0034698	response to gonadotropin	10	5	1.28	0.00487
GO:0009605	response to external stimulus	1389	288	177.38	0.00491
GO:0035006	melanization defense response	32	10	4.09	0.00503
GO:0014812	muscle cell migration	32	10	4.09	0.00503
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	32	10	4.09	0.00503
GO:0051058	negative regulation of small GTPase mediated signal transduction	32	10	4.09	0.00503
GO:0014855	striated muscle cell proliferation	37	11	4.73	0.00509
GO:0097746	blood vessel diameter maintenance	37	11	4.73	0.00509
GO:0007469	antennal development	37	11	4.73	0.00509
GO:0071542	dopaminergic neuron differentiation	37	11	4.73	0.00509
GO:0045598	regulation of fat cell differentiation	69	17	8.81	0.00509
GO:0048667	cell morphogenesis involved in neuron differentiation	602	159	76.88	0.00513
GO:0001742	oenocyte differentiation	14	6	1.79	0.00516
GO:0048147	negative regulation of fibroblast proliferation	14	6	1.79	0.00516
GO:1902895	positive regulation of pri-miRNA transcription by RNA polymerase II	14	6	1.79	0.00516
GO:1990869	cellular response to chemokine	14	6	1.79	0.00516
GO:0010942	positive regulation of cell death	274	50	34.99	0.00526
GO:0003015	heart process	130	37	16.6	0.00529
GO:0008284	positive regulation of cell population proliferation	399	83	50.95	0.00534
GO:0007219	Notch signaling pathway	208	48	26.56	0.00544
GO:0042391	regulation of membrane potential	189	54	24.14	0.00544
GO:0035914	skeletal muscle cell differentiation	53	14	6.77	0.00548
GO:0048859	formation of anatomical boundary	53	14	6.77	0.00548
GO:0001700	embryonic development via the syncytial blastoderm	156	39	19.92	0.00549
GO:0051926	negative regulation of calcium ion transport	23	8	2.94	0.00576
GO:0048808	male genitalia morphogenesis	23	8	2.94	0.00576
GO:0008587	imaginal disc-derived wing margin morphogenesis	45	17	5.75	0.00604
GO:0050714	positive regulation of protein secretion	59	15	7.53	0.00606
GO:0042330	taxis	485	124	61.94	0.00617
GO:0090090	negative regulation of canonical Wnt signaling pathway	76	18	9.71	0.00624
GO:0048596	embryonic camera-type eye morphogenesis	28	9	3.58	0.00625
GO:0030111	regulation of Wnt signaling pathway	182	41	23.24	0.00627
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	38	11	4.85	0.00635
GO:0051952	regulation of amine transport	42	21	5.36	0.00643
GO:0042303	molting cycle	185	46	23.63	0.00667
GO:0035284	brain segmentation	7	4	0.89	0.00672
GO:0061331	epithelial cell proliferation involved in Malpighian tubule morphogenesis	7	4	0.89	0.00672
GO:0048036	central complex development	7	4	0.89	0.00672
GO:0021610	facial nerve morphogenesis	7	4	0.89	0.00672
GO:0016057	regulation of membrane potential in photoreceptor cell	7	4	0.89	0.00672
GO:0033993	response to lipid	351	61	44.82	0.00676
GO:0007424	open tracheal system development	244	68	31.16	0.00678
GO:0009996	negative regulation of cell fate specification	19	7	2.43	0.00679
GO:0048092	negative regulation of male pigmentation	19	7	2.43	0.00679
GO:0007464	R3/R4 cell fate commitment	19	7	2.43	0.00679
GO:0060026	convergent extension	19	7	2.43	0.00679
GO:0030707	ovarian follicle cell development	230	57	29.37	0.00686
GO:0043491	protein kinase B signaling	71	17	9.07	0.00691
GO:0045667	regulation of osteoblast differentiation	71	17	9.07	0.00691
GO:0046942	carboxylic acid transport	142	33	18.13	0.00692
GO:0000165	MAPK cascade	306	62	39.08	0.00694
GO:0042110	T cell activation	155	35	19.79	0.00701
GO:0007275	multicellular organism development	3443	651	439.68	0.00702
GO:0001819	positive regulation of cytokine production	77	18	9.83	0.0072
GO:0046660	female sex differentiation	96	29	12.26	0.00721
GO:0045937	positive regulation of phosphate metabolic process	333	70	42.53	0.0073
GO:0042592	homeostatic process	897	172	114.55	0.0073
GO:0002697	regulation of immune effector process	106	26	13.54	0.00739
GO:0007465	R7 cell fate commitment	26	11	3.32	0.00742
GO:0042676	compound eye cone cell fate commitment	15	9	1.92	0.00743
GO:0001752	compound eye photoreceptor fate commitment	72	26	9.19	0.00753
GO:0060041	retina development in camera-type eye	89	20	11.37	0.00757
GO:0021761	limbic system development	66	16	8.43	0.00762
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	15	6	1.92	0.00768
GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	15	6	1.92	0.00768
GO:0048935	peripheral nervous system neuron development	15	6	1.92	0.00768
GO:0010092	specification of animal organ identity	24	8	3.06	0.00769
GO:0045582	positive regulation of T cell differentiation	24	8	3.06	0.00769
GO:0007162	negative regulation of cell adhesion	101	22	12.9	0.00771
GO:0042745	circadian sleep/wake cycle	40	15	5.11	0.00781
GO:0021795	cerebral cortex cell migration	39	11	4.98	0.00785
GO:0010522	regulation of calcium ion transport into cytosol	39	11	4.98	0.00785
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	39	14	4.98	0.0079
GO:0006939	smooth muscle contraction	35	13	4.47	0.00791
GO:0060249	anatomical structure homeostasis	197	41	25.16	0.00796
GO:0042127	regulation of cell population proliferation	755	148	96.42	0.00799
GO:0060749	mammary gland alveolus development	11	5	1.4	0.008
GO:0006591	ornithine metabolic process	11	5	1.4	0.008
GO:0003310	pancreatic A cell differentiation	11	5	1.4	0.008
GO:0003190	atrioventricular valve formation	11	5	1.4	0.008
GO:0033599	regulation of mammary gland epithelial cell proliferation	11	5	1.4	0.008
GO:0030325	adrenal gland development	11	5	1.4	0.008
GO:0035640	exploration behavior	11	5	1.4	0.008
GO:0002711	positive regulation of T cell mediated immunity	11	5	1.4	0.008
GO:0042053	regulation of dopamine metabolic process	11	5	1.4	0.008
GO:0072148	epithelial cell fate commitment	29	9	3.7	0.00806
