GO.ID	Term	Annotated	Significant	Expected	elimFisher
GO:0014070	response to organic cyclic compound	642	137	73.17	0.00069
GO:0033280	response to vitamin D	15	7	1.71	0.00069
GO:0010596	negative regulation of endothelial cell migration	15	7	1.71	0.00069
GO:0001966	thigmotaxis	15	7	1.71	0.00069
GO:0006883	cellular sodium ion homeostasis	15	7	1.71	0.00069
GO:1901216	positive regulation of neuron death	62	21	7.07	0.00069
GO:0070374	positive regulation of ERK1 and ERK2 cascade	38	12	4.33	0.00073
GO:0045475	locomotor rhythm	38	12	4.33	0.00073
GO:0097688	glutamate receptor clustering	11	8	1.25	0.00076
GO:1901897	regulation of relaxation of cardiac muscle	5	4	0.57	0.00076
GO:0001661	conditioned taste aversion	5	4	0.57	0.00076
GO:0060372	regulation of atrial cardiac muscle cell membrane repolarization	5	4	0.57	0.00076
GO:0003321	positive regulation of blood pressure by epinephrine-norepinephrine	5	4	0.57	0.00076
GO:0097105	presynaptic membrane assembly	5	4	0.57	0.00076
GO:0001505	regulation of neurotransmitter levels	188	50	21.43	0.00078
GO:1902950	regulation of dendritic spine maintenance	8	5	0.91	0.00079
GO:0010841	positive regulation of circadian sleep/wake cycle, wakefulness	8	5	0.91	0.00079
GO:0060084	synaptic transmission involved in micturition	8	5	0.91	0.00079
GO:0060444	branching involved in mammary gland duct morphogenesis	8	5	0.91	0.00079
GO:0051939	gamma-aminobutyric acid import	8	5	0.91	0.00079
GO:0097114	NMDA glutamate receptor clustering	8	5	0.91	0.00079
GO:0030167	proteoglycan catabolic process	8	5	0.91	0.00079
GO:0060562	epithelial tube morphogenesis	137	36	15.61	8e-04
GO:0090596	sensory organ morphogenesis	131	42	14.93	0.00081
GO:0015849	organic acid transport	205	55	23.36	0.00082
GO:0090325	regulation of locomotion involved in locomotory behavior	24	9	2.74	0.00084
GO:1901160	primary amino compound metabolic process	24	9	2.74	0.00084
GO:0042632	cholesterol homeostasis	60	16	6.84	0.00084
GO:0071363	cellular response to growth factor stimulus	227	55	25.87	0.00085
GO:0007274	neuromuscular synaptic transmission	47	20	5.36	0.00089
GO:0043525	positive regulation of neuron apoptotic process	29	10	3.31	0.00093
GO:0007264	small GTPase mediated signal transduction	159	38	18.12	0.00094
GO:0098542	defense response to other organism	342	69	38.98	0.00096
GO:0022603	regulation of anatomical structure morphogenesis	320	88	36.47	0.00096
GO:0031327	negative regulation of cellular biosynthetic process	419	91	47.75	0.00097
GO:0032879	regulation of localization	1300	300	148.16	0.00098
GO:0097306	cellular response to alcohol	90	21	10.26	0.00098
GO:0035332	positive regulation of hippo signaling	20	8	2.28	0.00099
GO:0032230	positive regulation of synaptic transmission, GABAergic	20	8	2.28	0.00099
GO:0051894	positive regulation of focal adhesion assembly	20	8	2.28	0.00099
GO:0061138	morphogenesis of a branching epithelium	58	19	6.61	0.00101
GO:0045597	positive regulation of cell differentiation	233	56	26.55	0.00109
GO:0086010	membrane depolarization during action potential	12	6	1.37	0.00109
GO:2000331	regulation of terminal button organization	12	6	1.37	0.00109
GO:0008355	olfactory learning	16	7	1.82	0.00111
GO:0009187	cyclic nucleotide metabolic process	16	7	1.82	0.00111
GO:2000300	regulation of synaptic vesicle exocytosis	45	13	5.13	0.00113
GO:0042742	defense response to bacterium	135	28	15.39	0.00115
GO:0003002	regionalization	138	38	15.73	0.00116
GO:0042752	regulation of circadian rhythm	77	29	8.78	0.00116
GO:0009605	response to external stimulus	1114	250	126.96	0.00117
GO:0045176	apical protein localization	25	9	2.85	0.00118
GO:0050905	neuromuscular process	49	17	5.58	0.00122
GO:0050953	sensory perception of light stimulus	46	16	5.24	0.00123
GO:0048488	synaptic vesicle endocytosis	62	16	7.07	0.00124
GO:0048839	inner ear development	35	11	3.99	0.00126
GO:0070887	cellular response to chemical stimulus	1399	271	159.44	0.00138
GO:0006836	neurotransmitter transport	195	52	22.22	0.00142
GO:0001666	response to hypoxia	105	23	11.97	0.00144
GO:0002026	regulation of the force of heart contraction	21	8	2.39	0.00145
GO:0045823	positive regulation of heart contraction	21	8	2.39	0.00145
GO:0009888	tissue development	711	148	81.03	0.00149
GO:0030182	neuron differentiation	344	94	39.2	0.00153
GO:0051602	response to electrical stimulus	41	12	4.67	0.00154
GO:0023061	signal release	308	79	35.1	0.00158
GO:0035418	protein localization to synapse	51	17	5.81	0.00159
GO:0006884	cell volume homeostasis	26	9	2.96	0.00162
GO:1901509	regulation of endothelial tube morphogenesis	9	5	1.03	0.00162
GO:0035481	positive regulation of Notch signaling pathway involved in heart induction	9	5	1.03	0.00162
GO:0032803	regulation of low-density lipoprotein particle receptor catabolic process	9	5	1.03	0.00162
GO:0060219	camera-type eye photoreceptor cell differentiation	9	5	1.03	0.00162
GO:0015767	lactose transport	9	5	1.03	0.00162
GO:1900543	negative regulation of purine nucleotide metabolic process	9	5	1.03	0.00162
GO:0071625	vocalization behavior	9	5	1.03	0.00162
GO:0090461	glutamate homeostasis	9	5	1.03	0.00162
GO:0043951	negative regulation of cAMP-mediated signaling	9	5	1.03	0.00162
GO:0070989	oxidative demethylation	36	11	4.1	0.00163
GO:0071219	cellular response to molecule of bacterial origin	36	11	4.1	0.00163
GO:0071773	cellular response to BMP stimulus	36	11	4.1	0.00163
GO:0032268	regulation of cellular protein metabolic process	1213	208	138.24	0.00166
GO:0070997	neuron death	149	46	16.98	0.00166
GO:0032528	microvillus organization	31	10	3.53	0.00167
GO:0042749	regulation of circadian sleep/wake cycle	25	12	2.85	0.00167
GO:0042127	regulation of cell population proliferation	341	91	38.86	0.00167
GO:0070555	response to interleukin-1	58	15	6.61	0.0017
GO:0001935	endothelial cell proliferation	58	15	6.61	0.0017
GO:0008364	pupal chitin-based cuticle development	17	7	1.94	0.0017
GO:0021510	spinal cord development	17	7	1.94	0.0017
GO:0001662	behavioral fear response	17	7	1.94	0.0017
GO:0007422	peripheral nervous system development	17	7	1.94	0.0017
GO:0140115	export across plasma membrane	17	7	1.94	0.0017
GO:0048060	negative gravitaxis	17	7	1.94	0.0017
GO:0071407	cellular response to organic cyclic compound	266	56	30.32	0.00172
GO:0050808	synapse organization	273	88	31.11	0.00174
GO:0010595	positive regulation of endothelial cell migration	47	13	5.36	0.00176
GO:0045444	fat cell differentiation	94	21	10.71	0.00176
GO:0006366	transcription by RNA polymerase II	283	49	32.25	0.00178
GO:0042987	amyloid precursor protein catabolic process	43	16	4.9	0.00178
GO:0043271	negative regulation of ion transport	88	20	10.03	0.0018
GO:0002833	positive regulation of response to biotic stimulus	88	20	10.03	0.0018
GO:0072337	modified amino acid transport	13	6	1.48	0.00183
GO:0002076	osteoblast development	13	6	1.48	0.00183
GO:0043407	negative regulation of MAP kinase activity	13	6	1.48	0.00183
GO:0046676	negative regulation of insulin secretion	13	6	1.48	0.00183
GO:0051899	membrane depolarization	54	18	6.15	0.00188
GO:0071345	cellular response to cytokine stimulus	342	57	38.98	0.00197
GO:0035270	endocrine system development	30	12	3.42	0.00202
GO:0031345	negative regulation of cell projection organization	59	15	6.72	0.00204
GO:0032352	positive regulation of hormone metabolic process	22	8	2.51	0.00205
GO:0010466	negative regulation of peptidase activity	37	13	4.22	0.00205
GO:0071375	cellular response to peptide hormone stimulus	165	36	18.8	0.00206
GO:0050772	positive regulation of axonogenesis	21	10	2.39	0.00206
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	6	4	0.68	0.00208
GO:0051481	negative regulation of cytosolic calcium ion concentration	6	4	0.68	0.00208
GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	6	4	0.68	0.00208
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	6	4	0.68	0.00208
GO:0071636	positive regulation of transforming growth factor beta production	6	4	0.68	0.00208
GO:0042416	dopamine biosynthetic process	6	4	0.68	0.00208
GO:1902267	regulation of polyamine transmembrane transport	6	4	0.68	0.00208
GO:1900925	positive regulation of glycine import across plasma membrane	6	4	0.68	0.00208
GO:0061302	smooth muscle cell-matrix adhesion	6	4	0.68	0.00208
GO:1990151	protein localization to cell tip	6	4	0.68	0.00208
GO:0097113	AMPA glutamate receptor clustering	6	4	0.68	0.00208
GO:0050783	cocaine metabolic process	6	4	0.68	0.00208
GO:0001818	negative regulation of cytokine production	65	16	7.41	0.00211
GO:0032092	positive regulation of protein binding	71	17	8.09	0.00214
GO:0046777	protein autophosphorylation	48	13	5.47	0.00217
GO:0045646	regulation of erythrocyte differentiation	27	9	3.08	0.00219
GO:0043051	regulation of pharyngeal pumping	27	9	3.08	0.00219
GO:1902003	regulation of amyloid-beta formation	27	9	3.08	0.00219
GO:0050714	positive regulation of protein secretion	116	28	13.22	0.00222
GO:1901654	response to ketone	170	40	19.37	0.00223
GO:0031349	positive regulation of defense response	96	21	10.94	0.00232
GO:0032496	response to lipopolysaccharide	43	12	4.9	0.00241
GO:0045596	negative regulation of cell differentiation	172	48	19.6	0.00241
GO:1901214	regulation of neuron death	111	34	12.65	0.00241
GO:0051090	regulation of DNA-binding transcription factor activity	60	15	6.84	0.00244
GO:0048593	camera-type eye morphogenesis	42	15	4.79	0.00245
GO:0021772	olfactory bulb development	18	7	2.05	0.00251
GO:0035272	exocrine system development	18	7	2.05	0.00251
GO:0097120	receptor localization to synapse	18	7	2.05	0.00251
GO:0001894	tissue homeostasis	72	17	8.21	0.00251
GO:0048468	cell development	725	159	82.63	0.00252
GO:0061061	muscle structure development	217	44	24.73	0.00258
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	38	11	4.33	0.00263
GO:0032409	regulation of transporter activity	132	35	15.04	0.00264
GO:0097061	dendritic spine organization	41	15	4.67	0.00275
GO:0032956	regulation of actin cytoskeleton organization	102	26	11.62	0.00277
GO:0016525	negative regulation of angiogenesis	33	10	3.76	0.00281
GO:0050728	negative regulation of inflammatory response	33	10	3.76	0.00281
GO:0051492	regulation of stress fiber assembly	23	8	2.62	0.00283
GO:0043153	entrainment of circadian clock by photoperiod	23	8	2.62	0.00283
GO:0098810	neurotransmitter reuptake	23	8	2.62	0.00283
GO:1902743	regulation of lamellipodium organization	23	8	2.62	0.00283
GO:0002709	regulation of T cell mediated immunity	36	13	4.1	0.00284
GO:0034103	regulation of tissue remodeling	29	12	3.31	0.00285
GO:0014013	regulation of gliogenesis	14	6	1.6	0.00289
GO:0043691	reverse cholesterol transport	14	6	1.6	0.00289
GO:0010155	regulation of proton transport	14	6	1.6	0.00289
GO:0050885	neuromuscular process controlling balance	14	6	1.6	0.00289
GO:0007565	female pregnancy	79	18	9	0.0029
GO:0007173	epidermal growth factor receptor signaling pathway	61	15	6.95	0.0029
GO:0061098	positive regulation of protein tyrosine kinase activity	28	9	3.19	0.0029
GO:0097746	blood vessel diameter maintenance	28	9	3.19	0.0029
GO:1900073	regulation of neuromuscular synaptic transmission	10	5	1.14	0.00294
GO:0048790	maintenance of presynaptic active zone structure	10	5	1.14	0.00294
GO:0033604	negative regulation of catecholamine secretion	10	5	1.14	0.00294
GO:0032223	negative regulation of synaptic transmission, cholinergic	10	5	1.14	0.00294
GO:0032760	positive regulation of tumor necrosis factor production	10	5	1.14	0.00294
GO:1903386	negative regulation of homophilic cell adhesion	10	5	1.14	0.00294
GO:0007218	neuropeptide signaling pathway	10	5	1.14	0.00294
GO:0010037	response to carbon dioxide	10	5	1.14	0.00294
GO:0010454	negative regulation of cell fate commitment	10	5	1.14	0.00294
GO:0045760	positive regulation of action potential	10	5	1.14	0.00294
GO:0007155	cell adhesion	376	110	42.85	0.00294
GO:0034764	positive regulation of transmembrane transport	92	23	10.48	0.00317
GO:0051402	neuron apoptotic process	91	25	10.37	0.00327
GO:1902622	regulation of neutrophil migration	39	11	4.44	0.0033
GO:1903779	regulation of cardiac conduction	34	10	3.87	0.00358
GO:0098659	inorganic cation import across plasma membrane	34	10	3.87	0.00358
GO:0048469	cell maturation	93	20	10.6	0.00359
GO:0060004	reflex	19	7	2.17	0.00359
GO:0086004	regulation of cardiac muscle cell contraction	19	7	2.17	0.00359
GO:0016101	diterpenoid metabolic process	45	12	5.13	0.00364
GO:1904659	glucose transmembrane transport	45	12	5.13	0.00364
GO:0051124	synaptic assembly at neuromuscular junction	40	14	4.56	0.00376
GO:0050678	regulation of epithelial cell proliferation	89	25	10.14	0.0038
GO:1904062	regulation of cation transmembrane transport	163	44	18.58	0.00382
GO:0035006	melanization defense response	24	8	2.74	0.00383
GO:0030902	hindbrain development	57	14	6.5	0.00399
GO:0048736	appendage development	63	15	7.18	0.00404
GO:0032878	regulation of establishment or maintenance of cell polarity	40	11	4.56	0.00409
GO:0001667	ameboidal-type cell migration	209	73	23.82	0.00412
GO:0050770	regulation of axonogenesis	36	16	4.1	0.00424
GO:0042659	regulation of cell fate specification	32	15	3.65	0.00425
GO:0007162	negative regulation of cell adhesion	99	33	11.28	0.0043
GO:0042063	gliogenesis	68	21	7.75	0.00435
GO:0048149	behavioral response to ethanol	15	6	1.71	0.00436
GO:1904486	response to 17alpha-ethynylestradiol	15	6	1.71	0.00436
GO:0071362	cellular response to ether	15	6	1.71	0.00436
GO:0032729	positive regulation of interferon-gamma production	15	6	1.71	0.00436
GO:1902474	positive regulation of protein localization to synapse	15	6	1.71	0.00436
GO:0006837	serotonin transport	15	6	1.71	0.00436
GO:0046850	regulation of bone remodeling	15	6	1.71	0.00436
GO:0030322	stabilization of membrane potential	15	6	1.71	0.00436
GO:0045773	positive regulation of axon extension	15	6	1.71	0.00436
GO:0001780	neutrophil homeostasis	15	6	1.71	0.00436
GO:0045472	response to ether	50	16	5.7	0.00441
GO:1904347	regulation of small intestine smooth muscle contraction	7	4	0.8	0.00442
GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	7	4	0.8	0.00442
GO:0052200	response to host defenses	7	4	0.8	0.00442
GO:0003197	endocardial cushion development	7	4	0.8	0.00442
GO:0000821	regulation of arginine metabolic process	7	4	0.8	0.00442
GO:1901078	negative regulation of relaxation of muscle	7	4	0.8	0.00442
GO:0006591	ornithine metabolic process	7	4	0.8	0.00442
GO:2000172	regulation of branching morphogenesis of a nerve	7	4	0.8	0.00442
GO:1905208	negative regulation of cardiocyte differentiation	7	4	0.8	0.00442
GO:1903975	regulation of glial cell migration	7	4	0.8	0.00442
GO:0046633	alpha-beta T cell proliferation	7	4	0.8	0.00442
GO:0033197	response to vitamin E	7	4	0.8	0.00442
GO:0050850	positive regulation of calcium-mediated signaling	7	4	0.8	0.00442
GO:0010754	negative regulation of cGMP-mediated signaling	7	4	0.8	0.00442
GO:0034332	adherens junction organization	60	17	6.84	0.00454
GO:1902904	negative regulation of supramolecular fiber organization	52	13	5.93	0.00463
GO:1905477	positive regulation of protein localization to membrane	52	13	5.93	0.00463
GO:0050777	negative regulation of immune response	52	13	5.93	0.00463
GO:0043010	camera-type eye development	82	30	9.35	0.00467
GO:0048568	embryonic organ development	108	22	12.31	0.00467
GO:0048514	blood vessel morphogenesis	126	36	14.36	0.00471
GO:0043502	regulation of muscle adaptation	58	14	6.61	0.00472
GO:0048646	anatomical structure formation involved in morphogenesis	399	87	45.47	0.00477
GO:0032222	regulation of synaptic transmission, cholinergic	21	10	2.39	0.00482
GO:0045859	regulation of protein kinase activity	131	39	14.93	0.00482
GO:0031646	positive regulation of nervous system process	31	15	3.53	0.00485
GO:0001655	urogenital system development	89	19	10.14	0.00485
GO:0044058	regulation of digestive system process	30	9	3.42	0.00488
GO:0045933	positive regulation of muscle contraction	30	9	3.42	0.00488
GO:0021795	cerebral cortex cell migration	11	5	1.25	0.00488
GO:0045665	negative regulation of neuron differentiation	11	5	1.25	0.00488
GO:1902992	negative regulation of amyloid precursor protein catabolic process	11	5	1.25	0.00488
GO:1903054	negative regulation of extracellular matrix organization	11	5	1.25	0.00488
GO:0050974	detection of mechanical stimulus involved in sensory perception	11	5	1.25	0.00488
GO:0050908	detection of light stimulus involved in visual perception	11	5	1.25	0.00488
GO:0035641	locomotory exploration behavior	11	5	1.25	0.00488
GO:1902435	regulation of male mating behavior	11	5	1.25	0.00488
GO:0033173	calcineurin-NFAT signaling cascade	11	5	1.25	0.00488
GO:0010842	retina layer formation	20	7	2.28	0.00498
GO:0008595	anterior/posterior axis specification, embryo	20	7	2.28	0.00498
GO:0007405	neuroblast proliferation	20	7	2.28	0.00498
GO:0043534	blood vessel endothelial cell migration	41	11	4.67	0.00502
GO:0021545	cranial nerve development	25	8	2.85	0.00508
GO:1900271	regulation of long-term synaptic potentiation	25	8	2.85	0.00508
GO:0006590	thyroid hormone generation	25	8	2.85	0.00508
GO:0120032	regulation of plasma membrane bounded cell projection assembly	129	25	14.7	0.0053
GO:0030278	regulation of ossification	47	12	5.36	0.00534
GO:0007610	behavior	541	160	61.66	0.00534
GO:0009628	response to abiotic stimulus	801	163	91.29	0.00535
GO:0010721	negative regulation of cell development	53	13	6.04	0.00551
GO:0015718	monocarboxylic acid transport	53	13	6.04	0.00551
GO:0051094	positive regulation of developmental process	472	111	53.79	0.00553
GO:0009611	response to wounding	161	34	18.35	0.00558
GO:0045639	positive regulation of myeloid cell differentiation	36	10	4.1	0.00563
GO:0051897	positive regulation of protein kinase B signaling	36	10	4.1	0.00563
GO:0043113	receptor clustering	58	21	6.61	0.00585
GO:0007613	memory	71	21	8.09	0.0059
GO:0007420	brain development	183	54	20.86	0.00599
GO:0043408	regulation of MAPK cascade	148	38	16.87	0.00602
GO:0019218	regulation of steroid metabolic process	78	17	8.89	0.00603
GO:0050795	regulation of behavior	160	49	18.23	0.0061
GO:1903828	negative regulation of cellular protein localization	42	11	4.79	0.00612
GO:0050870	positive regulation of T cell activation	42	11	4.79	0.00612
GO:0055117	regulation of cardiac muscle contraction	38	16	4.33	0.00614
GO:0014059	regulation of dopamine secretion	28	14	3.19	0.00616
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	31	9	3.53	0.00619
GO:0061045	negative regulation of wound healing	31	9	3.53	0.00619
GO:0009593	detection of chemical stimulus	31	9	3.53	0.00619
GO:0006813	potassium ion transport	72	16	8.21	0.00624
GO:0018209	peptidyl-serine modification	72	16	8.21	0.00624
GO:0062012	regulation of small molecule metabolic process	267	53	30.43	0.00628
GO:0016486	peptide hormone processing	16	6	1.82	0.00631
GO:0035010	encapsulation of foreign target	16	6	1.82	0.00631
GO:0044331	cell-cell adhesion mediated by cadherin	16	6	1.82	0.00631
GO:0071320	cellular response to cAMP	16	6	1.82	0.00631
GO:0014054	positive regulation of gamma-aminobutyric acid secretion	16	6	1.82	0.00631
GO:0030421	defecation	16	6	1.82	0.00631
GO:0045887	positive regulation of synaptic assembly at neuromuscular junction	16	6	1.82	0.00631
